code,title
S95,Leziune a vaselor de sange la nivelul gleznei s i piciorului nivelul gleznei si piciorului Exclude: leziune a arterei si venei tibiale posterioare (S85.-)
S95.0,Leziune a arterei dorsale a piciorului
S95.1,Leziune a arterei plantare a piciorului
S95.2,Leziune a venei dorsale a piciorului
S95.7,Leziune a multiplelor vase de sange la nivelul gleznei si piciorului
S95.8,Leziune a altor vase de sange la nivelul gleznei si piciorului
S95.9,Leziune a unui vas de sange nespecificat la nivelul gleznei si piciorului
S96,Leziune a muschiului si tendonului la nivelul gleznei si piciorului la nivelul gleznei si piciorului Include: entorse si intinderi Exclude: leziunea tendonului lui Achille entorse si intinderi ale capsulei articulatiei (ligamentului) (S93.-)
S96.0,Leziune a muschiului si tendonului muschiului flexor lung de la degetul piciorului la nivelul gleznei si piciorului
S96.1,Leziune a muschiului si tendonului muschiului extensor lung de la degetul piciorului la nivelul gleznei si piciorului
S96.2,Leziune a muschiului si tendonului intrinsec la nivelul gleznei si piciorului
S96.7,Leziune a multiplilor muschi si tendoane la nivelul gleznei si piciorului
S96.8,Leziune a altor muschi si tendoane la nivelul gleznei si piciorului
S96.9,Leziune a muschiului si tendonului nespecificate la nivelul gleznei si piciorului
S97,"Leziune prin zdrobire a gleznei si piciorului piciorului Codificati de asemenea sindromul de zdrobire (T79.5) daca se aplica. Exclude: daca se cunoaste tipul de leziune (de ex contuzie, fractura, luxatie, leziune interna), codificati numai tipul de leziune"
S97.0,Leziune prin zdrobire a gleznei
S97.1,Leziune prin zdrobire a degetului (degetelor) de la picior
S97.8,Leziune prin zdrobire a altor parti ale gleznei si piciorului Leziune prin zdrobire a piciorului NOS
S98,Amputatie traumatica a gleznei si piciorului piciorului
S98.0,Amputatie traumatica a piciorului la nivelul gleznei
S98.1,Amputatie traumatica a unui deget de la picior
S98.2,Amputatie traumatica a doua sau mai multor degete de la picior
S98.3,Amputatie traumatica a altor parti ale piciorului Amputatie traumatica combinata a degetului (degetelor) de la picior si a altor parti ale piciorului
S98.4,"Amputatie traumatica a piciorului, nivel nespecificat"
S99,Alte leziuni si nespecificate ale gleznei si piciorului Leziuni implicand multiple regiuni ale corpului (T00-T07) gleznei si piciorului /UIdown Leziuni multiple ale gleznei si piciorului Leziuni clasificabile la mai mult decat una din categoriile S90-S98
S99.8,Alte leziuni specificate ale gleznei si piciorului
S99.9,"Leziuni nespecificate ale gleznei si piciorului Leziuni, otraviri si alte consecinte ale cauzelor externe Lista Tabelar ă a Bolilor ICD-10-AM 2002 427 Leziuni implicand multiple regiuni ale corpului (T00-T07) Include: implicarea bilaterala a membrelor din aceeasi regiune a corpului leziunile dupa tip, implicand doua sau mai multe regiuni ale corpului clasificabile in cadrul S00-S99 Exclude: arsurile (T20-T31) degeratura (T33-T35) muscatura sau intepatura de insecta, veninoasa (T63.4) leziunile multiple implicand numai o regiune a corpului - vezi sectiunea S arsura de soare (L55.-)"
T00,Leziuni superficiale implicand multiple regiuni ale corpului regiuni ale corpului multiple regiuni ale corpului
T00.0,Leziuni superficiale implicand capul cu gatul Leziuni superficiale cu localizari clasificabile la S00.- si S10.- Exclude: cu implicarea altei (altor) regiuni a(le) corpului (T00.8)
T00.1,"Leziuni superficiale implicand toracele cu abdomenul, zona inferioara a spatelui si pelvisul Leziuni superficiale cu localizari clasificabile la S20.- si S30.- si T09.0- Exclude: cu implicarea altei (altor) regiuni a(le) corpului (T00.8)"
T00.2,"Leziuni superficiale implicand multiple regiuni ale membrului (membrelor) superior (superioare) Leziuni superficiale cu localizari clasificabile la S40.- si S50.-, S60.- si T11.0- Exclude: cu implicarea: - membrului (membrelor) inferior (inferioare) (T00.6) - toracelui, abdomenului, zonei inferioare a spatelui si pelvisului (T00.8)"
T00.3,"Leziuni superficiale implicand multiple regiuni ale membrului (membrelor) inferior (inferioare) Leziuni superficiale cu localizari clasificabile la S70.- si S80.-, S90.- si T13.0- Exclude: cu implicarea: - toracelui, abdomenului, zonei inferioare a spatelui si pelvisului (T00.8) - membrului (membrelor) superior (superioare) (T00.6)"
T00.6,"Leziuni superficiale implicand multiple regiuni ale membrului (membrelor) superior (superioare) cu membrul (membrele) inferior (inferioare) Leziuni superficiale cu localizari clasificabile la T00.2 si T00.3 Exclude: cu implicarea toracelui, abdomenului, zonei inferioare a spatelui si pelvisului"
T00.8,Leziuni superficiale implicand alte combinatii ale regiunilor corpului
T00.9,"Leziuni superficiale multiple, nespecificate Multiple: - abraziuni NOS - flictene NOS - vanatai NOS - contuzii NOS - hematoame NOS - muscaturi de insecta (neveninoase) NOS"
T01,"Plagi deschise implicand multiple regiuni ale corpului regiuni ale corpului Folositi un cod aditional T89.0- pentru a indica plagi deschise cu complicatii datorita unui corp strain, infectiei si vindecarii/tratamentului intarziat. Exclude: amputaliile traumatice implicand multiple regiuni ale corpului (T05.-)"
T01.0,Plagi deschise implicand capul cu gatul Plagi deschise ale localizarilor clasificabile la S01.- si S11.- Exclude: cu implicarea altei (altor) regiuni a(le) corpului (T01.8)
T01.1,"Plagi deschise implicand toracele cu abdomenul, zona inferioara a spatelui si pelvisul Plagi deschise ale localizarilor clasificabile la S21.-, S31.- si T09.1 Exclude: cu implicarea altei (altor) regiuni a(le) corpului (T01.8)"
T01.2,"Plagi deschise implicand multiple regiuni ale membrului (membrelor) superior (superioare) Plagi deschise ale localizarilor clasificabile la S41.-, S51.-, S61.- si T11.1 Exclude: cu implicarea: - membrului (membrelor) inferior (inferioare) (T01.6) - toracelui, abdomenului, zonei inferioare a spatelui si pelvisului (T01.8) Leziuni, otraviri si alte consecinte ale cauzelor externe Lista Tabelar ă a Bolilor ICD-10-AM 2002 428 Exclude: cu implicarea toracelui, abdomenului, zonei inferioare a spatelui si pelvisului /UIdown 1907 Plagi deschise implicand alte combinatii ale regiunilor corpului"
T01.3,"Plagi deschise implicand multiple regiuni ale membrului (membrelor) inferior (inferioare) Plagi deschise ale localizarilor clasificabile la S71.-, S81.-, S91.- si T13.1 Exclude: cu implicarea: - toracelui, abdomenului, zonei inferioare a spatelui si pelvisului (T01.8) - membrului (membrelor) superior (superioare) (T01.6)"
T01.6,Plagi deschise implicand multiple regiuni ale membrului (membrelor) superior (superioare) cu membrul (membrele) inferior (inferioare) Pla gi deschise ale localizarilor clasificabile la
T01.9,"Plagi deschise multiple, nespecificate Multiple: - muscaturi de animal NOS - taieturi NOS - laceratii NOS - plagi prin intepaturi NOS"
T02,"Fracturi implicand multiple regiuni ale corpulu i ale corpului Urmatoarea subdiviziune cu al cincilea caracter este furnizata pentru a fi folosita cu subcategoria T02. O fractura care nu este indicata ca fiind inchisa sau deschisa ar trebui sa fie clasificata ca inchisa. 0 inchisa 1 deschisa 276 Disloca ţii, luxa ţii şi scrântiri ale unor regiuni multiple şi specificate ale corpului"
T02.0,Fracturi implicand capul cu gatul Fracturi cu localizari clasificabile la S02.- si Exclude: cu implicarea altei (altor) regiuni a(le) corpului (T02.8)
T02.1,"Fracturi implicand toracele cu abdomenul, zona inferioara a spatelui si pelvisul Fracturi cu localizari clasificabile la S22.-, S32.- si T08 Exclude: cand sunt combinate cu fracturi ale: - membrului (membrelor) - altei (altor) regiuni a(le) corpului (T02.8)"
T02.2,"Fracturi implicand multiple regiuni ale unui membru superior Fracturi cu localizari clasificabile la S42.-, S52.-, S62.- si T10 ale unui membru superior Exclude: cand sunt combinate cu fracturi ale: - membrului (membrelor) inferior (inferioare) (T02.7) - altui membru superior - toracelui, abdomenului, zonei inferioara a spatelui si pelvisului (T02.7)"
T02.3,"Fracturi implicand multiple regiuni ale unui membru inferior Fracturi cu localizari clasificabile la S72.-, S82.-, S92.- si T12 ale unui membru inferior Exclude: cand sunt combinate cu fracturi ale: - altui membru inferior - toracelui, abdomenului, zonei inferioara a spatelui si pelvisului (T02.7) - membrului (membrelor) superior (superioare) (T02.6)"
T02.4,"Fracturi implicand multiple regiuni ale ambelor membre superioare Fracturi cu localizari clasificabile la S42.-, S52.-, S62.- si T10 specificate ca bilaterale Exclude: cand sunt combinate cu fracturi ale: - membrului (membrelor) inferior (inferioare) (T02.6) - toracelui, abdomenului, zonei inferioara a spatelui si pelvisului (T02.7)"
T02.5,"Fracturi implicand multiple regiuni ale ambelor membre inferioare Fracturi cu localizari clasificabile la S72.-, S82.-, S92.- si T12 specificate ca bilaterale Exclude: cand sunt combinate cu fracturi ale: - toracelui, abdomenului, zonei inferioara a spatelui si pelvisului (T02.7) - membrului (membrelor) superior (superioare) Leziuni, otraviri si alte consecinte ale cauzelor externe Lista Tabelar ă a Bolilor ICD-10-AM 2002 429"
T02.6,"Fracturi implicand multiple regiuni ale membrului (membrelor) superior (superioare) cu membrul (membrele) inferior (inferioare) Exclude: cand sunt combinate cu fracturi ale toracelui, abdomenului, zonei inferioare a spatelui si pelvisului (T02.7)"
T02.7,Fracturi implicand toracele cu zona inferioara a spatelui si pelvisul cu un membru (membre)
T02.8,Fracturi implicand alte combinatii ale regiunilor corpului
T02.9,"Fracturi multiple, nespecificate"
T03,"Luxatii, entorse si intinderi implicand multipl e regiuni ale corpului implicand multiple regiuni ale corpului 277 Leziunea ochiului şi orbitei S05 278 Leziune intracranian ă S06 279 R ănirea altor organe interne S26–S27, 280 Leziuni prin zdobire şi amputa ţii traumatice ale unor regiuni multiple şi specificate ale corpului 281 Alte leziuni specificate, regiuni ale corpului multiple şi nespecificate 282 Efecte ale unui corp str ăin intrat printr-un orificiu natural 283 Arsuri şi coroziuni T20–T32 284 Otr ăvire datorit ă medicamentelor şi substan ţelor biologice 285 Efectele toxice ale substan ţelor în special nemedicamentoase 286 Sindrom datorit unei maltrat ări"
T03.0,"Luxatii, entorse si intinderi implicand capul cu gatul Luxatii, entorse si intinderi cu localizati clasificabile la S03.- si S13.- Exclude: cand sunt combinate cu luxatii, entorse si intinderi ale altei (altor) regiuni a(le) corpului"
T03.1,"Luxatii, entorse si intinderi implicand toracele cu zona inferioara a spatelui si pelvisul Luxatii, entorse si intinderi cu localizati clasificabile la S23.-, S33.- si T09.2 Exclude: cand sunt combinate cu luxatii, entorse si intinderi ale altei (altor) regiuni a(le) corpului"
T03.2,"Luxatii, entorse si intinderi implicand multiple regiuni ale membrului (membrelor) superior (superioare) Luxatii, entorse si intinderi cu localizati clasificabile la S43.-, S53.-, S63.- si T11.2 Exclude: cand sunt combinate cu luxatii, entorse si intinderi ale: - membrului (membrelor) inferior (inferioare) (T03.4) - toracelui, abdomenului, zonei inferioara a spatelui si pelvisului (T03.8)"
T03.3,"Luxatii, entorse si intinderi implicand multiple regiuni ale membrului (membrelor) inferior (inferioare) Luxatii, entorse si intinderi cu localizari clasificabile la S73.-, S83.-, S93.- si T13.2 Exclude: cand sunt combinate cu luxatii, entorse si intinderi ale: - toracelui, abdomenului, zonei inferioara a spatelui si pelvisului (T03.8) - membrului (membrelor) superior (superioare) (T03.4)"
T03.4,"Luxatii, entorse si intinderi implicand multiple regiuni ale membrului (membrelor) superior (superioare) cu membrul (membrele) inferior (inferioare) Exclude: cand sunt combinate cu luxatii, entorse si intinderi ale toracelui, abdomenului, zonei inferioare a spatelui si pelvisului (T03.8)"
T03.8,"Luxatii, entorse si intinderi implicand alte combinatii ale regiunilor corpului"
T03.9,"Luxatii, entorse si intinderi multiple, nespecificate"
T04,Leziuni prin zdrobire implicand multiple regiun i ale corpului multiple regiuni ale corpului
T04.0,Leziuni prin zdrobire implicand capul cu gatul Leziuni prin zdrobire cu localizari clasificabile la S07.- si S17.- Exclude: cu implicarea altei (altor) regiuni a(le) corpului (T04.8)
T04.1,"Leziuni prin zdrobire implicand toracele cu abdomenul, zona inferioara a spatelui si pelvisul Leziune prin zdrobire a: - localizarilor clasificabile la S28.- si S38.- - trunchiului NOS Exclude: cu implicarea: - membrului (membrelor) - altor regiuni ale corpului Leziuni, otraviri si alte consecinte ale cauzelor externe Lista Tabelar ă a Bolilor ICD-10-AM 2002 430"
T04.2,"Leziuni prin zdrobire implicand multiple regiuni ale membrului (membrelor) superior (superioare) Leziune prin zdrobire a: - localizarilor clasificabile la S47.-, S57.- si - membrului superior NOS Exclude: cu implicarea: - membrului (membrelor) inferior (inferioare) (T04.4) - toracelui, abdomenului, zonei inferioare a spatelui si pelvisului (T04.7)"
T04.3,"Leziuni prin zdrobire implicand multiple regiuni ale membrului (membrelor) inferior (inferioare) Leziune prin zdrobire a: - membrului inferior NOS - localizarilor clasificabile la S77.-, S87.- si Exclude: cu implicarea: - toracelui, abdomenului, zonei inferioare a spatelui si pelvisului (T04.7) - membrului (membrelor) superior (superioare) (T04.4)"
T04.4,"Leziuni prin zdrobire implicand multiple regiuni ale membrului (membrelor) superior (superioare) cu membrul (membrele) inferior (inferioare) Exclude: cu implicarea toracelui, abdomenului, zonei inferioare a spatelui si pelvisului"
T04.7,"Leziuni prin zdrobire toracelui cu abdomenul, zona inferioara a spatelui si pelvisul cu membru(e)"
T04.8,Leziuni prin zdrobire implicand alte combinatii ale regiunilor corpului
T04.9,"Leziuni multiple prin zdrobire, nespecificate"
T05,Amputatii traumatice implicand multiple regiuni ale corpului multiple regiuni ale corpului Include: smulgerea implicand regiuni multiple ale corpului Exclude: decapitarea (S18) plagile deschise implicand regiuni multiple ale corpului amputatia traumatica a: - membrului inferior NOS - trunchiului NOS (T09.6) - membrului superior NOS
T05.0,Amputatie traumatica a ambelor maini
T05.1,"Amputatie traumatica a unei maini si a altei parti a bratului [orice nivel, exceptind mana]"
T05.2,Amputatie traumatica a ambelor brate [orice nivel]
T05.3,Amputatie traumatica a ambelor picioare
T05.4,"Amputatie traumatica a unei labe a piciorului si a altui picior [orice nivel, exceptand laba piciorului] Amputatie traumatica a ambelor picioare [orice nivel]"
T05.6,"Amputatie traumatica a membrelor inferioare si superioare, orice combinatii [orice nivel]"
T05.8,Amputatie traumatica implicand alte combinatii ale regiunilor corpului - abdomenului - toracelui
T05.9,"Amputatii traumatice multiple, nespecificate"
T06,"Alte leziuni implicand regiuni multiple ale corpului, neclasificate altundeva multiple ale corpului, neclasificate altundeva"
T06.0,Leziuni ale creierului si nervilor cranieni cu leziuni ale nervilor si maduvei spinarii la nivelul gatului Leziuni clasificabile la S04.- si S06.- cu leziuni clasificabile la S14.-
T06.1,Leziuni ale nervilor si maduvei spinarii implicand alte regiuni multiple ale corpului
T06.2,Leziuni ale nervilor implicand regiuni multiple ale regiunilor corpului Leziuni multiple ale nervilor NOS Exclude: cu implicarea maduvei spinarii
T06.3,Leziuni ale vaselor de sange implicand regiuni multiple ale corpului
T06.4,Leziuni ale muschilor si tendoanelor implicand regiuni multiple ale corpului
T06.5,Leziuni ale organelor intratoracice cu organe intraabdominale si pelviene
T06.8,Alte leziuni specificate implicand regiuni multiple ale corpului
T07,"Leziuni multiple nespecificate Lista categoriilor cu trei caractere Lista Tabelar ă a Bolilor ICD-10-AM 2002 27a Leziuni ale unei parti nespecificate a trunchiului, membrului sau regiunii corpului (T08-T14) Leziuni multiple nespecificate Exclude: leziunea NOS (T14.9) Leziuni, otraviri si alte consecinte ale cauzelor externe Lista Tabelar ă a Bolilor ICD-10-AM 2002 431 Leziuni ale unei parti nespecificate a trunchiului, membrului sau regiunii corpului (T08-T14) Exclude: arsuri (T20-T31) degeratura (T33-T35) leziunile implicand regiuni multiple ale corpului (T00-T07) muscatura sau intepatura de insecta, veninoasa (T63.4)"
T08,"Fractura a coloanei vertebrale, nivel nespecifi cat nespecificate a trunchiului, membrului sau regiunii corpului nivel nespecificat Urmatoarea subdiviziune cu al patrulea caracter este furnizata pentru a fi folosita cu subcategoria T08. O fractura care nu este indicata a fi inchisa sau deschisa ar trebui sa fie clasificata ca inchisa. 0 inchisa 1 deschisa Exclude: fracturile multiple de coloana, nivel nespecificat (T02.1)"
T09,"Alte leziuni ale coloanei vertebrale si trunchi ului, nivel nespecificat si trunchiului, nivel nespecificat Exclude: leziunea prin zdrobire a trunchiului NOS (T04.1) leziunile multiple ale trunchiului (T00-T06) trunchiului (T05.8)"
T09.0,"Leziune superficiala a trunchiului, nivel nespecificat"
T09.00,"/circlestar Leziune superficiala nespecificata a trunchiului, nivel nespecificat"
T09.01,"/circlestar Abraziune a trunchiului, nivel nespecificat"
T09.02,"/circlestar Flictena a trunchiului, nivel nespecificat"
T09.03,"/circlestar Muscatura de insecta pe trunchi, nivel nespecificat"
T09.04,"/circlestar Corp strain superficial (aschie) in trunchi, nivel nespecificat"
T09.05,"/circlestar Contuzie a trunchiului, nivel nespecificat"
T09.08,"/circlestar Alta leziune superficiala a trunchiului, nivel nespecificat"
T09.1,"Plaga deschisa a trunchiului, nivel nespecificat Folositi un cod aditional T89.0- pentru a indica plagi deschise cu complicatii datorite unui corp strain, infectiei si vindecarii/tratamentului intarziat."
T09.2,"Luxatie, entorsa si intindere a unei articulatii si ligament nespecificate ale trunchiului Exclude: entorsa si luxatia muschiului si tendonului la nivelul umarului si bratului (T09.5)"
T09.3,"Leziune a maduvei spinarii, nivel nespecificat Leziune completa a maduvei spinarii NOS Leziune incompleta a maduvei spinarii: - sindromul maduvei spinarii anterioare - sindromul maduvei spinarii posterioare - cu sindromul maduvei spinarii posterioare"
T09.4,"Leziune a unui nerv, radacina nervoasa si a plexului rahidian al trunchiului nespecificate"
T09.5,Leziune nespecificata a unui muschi si tendon ai trunchiului Entorsa si intindere a muschiului si tendonului
T09.6,"Amputatie traumatica a trunchiului, nivel nespecificat"
T09.8,"Alte leziuni specificate ale trunchiului, nivel nespecificat"
T09.9,"Leziune nespecificata a trunchiului, nivel nespecificat"
T10,"Fractura a membrului superior, nivel nespecificat nivel nespecificat Urmatoarea subdiviziune cu al patrulea caracter este furnizata pentru a fi folosita cu subcategoria T10. O fractura care nu este indicata a fi inchisa sau deschisa ar trebui sa fie clasificata ca inchisa. 0 inchisa 1 deschisa Exclude: fracturile multiple ale membrului superior, nivel nespecificat (T02.-)"
T11,"Alte leziuni ale membrului superior, nespecificate superior, nespecificate Exclude: leziunea prin zdrobire a membrului superior NOS fractura membrului superior, nivel nespecificat (T10) leziunile implicand multiple regiuni ale corpului (T00- T06)"
T11.0,"Leziune superficiala a membrului superior, nivel nespecificat Leziuni, otraviri si alte consecinte ale cauzelor externe Lista Tabelar ă a Bolilor ICD-10-AM 2002 432"
T11.00,"/circlestar Leziune superficiala nespecificata a membrului superior, nivel nespecificat"
T11.01,"/circlestar Abraziune a membrului superior, nivel nespecificat"
T11.02,"/circlestar Flictena a membrului superior, nivel nespecificat"
T11.03,"/circlestar Muscatura de insecta pe membrul superior, nivel nespecificat"
T11.04,"/circlestar Corp strain superficial (aschie) in membrul superior, nivel nespecificat"
T11.05,"/circlestar Contuzie a membrului superior, nivel nespecificat"
T11.08,"/circlestar Alta leziune superficiala a membrului superior, nivel nespecificat"
T11.1,"Plaga deschisa a membrului superior, nivel nespecificat"
T11.2,"Luxatie, entorsa si intindere a unei articulatii si ligament nespecificate ale membrului superior, nivel nespecificat"
T11.3,"Leziune a unui nerv nespecificat al membrului superior, nivel nespecificat"
T11.4,"Leziune a unui vas de sange nespecificat al membrului superior, nivel nespecificat"
T11.5,"Leziune a unui muschi si tendon nespecificate ale membrului superior, nivel nespecificat Entorsa si intindere a muschiului si tendonului"
T11.6,"Amputatia traumatica a membrului superior, nivel nespecificat"
T11.8,"Alte leziuni specificate ale membrului superior, nivel nespecificat"
T11.9,"Leziune nespecificata a membrului superior, nivel nespecificat"
T12,"Fractura a membrului inferior, nivel nespecific at nivel nespecificat Urmatoarea subdiviziune cu al patrulea caracter este furnizata pentru a fi folosita cu subcategoria T12. O fractura care nu este indicata a fi inchisa sau deschisa ar trebui sa fie clasificata ca inchisa. 0 inchisa 1 deschisa Exclude: fracturile multiple ale membrului inferior, nivel nespecificat (T02.-) 275 Fracturi implicând regiuni multiple ale corpului"
T13,"Alte leziuni ale membrului inferior, nivel nespecificat nivel nespecificat Exclude: leziunea prin zdrobire a membrului inferior NOS fractura membrului inferior, nivel nespecificat (T12) leziunile implicand regiuni multiple ale corpului (T00- T06)"
T13.0,"Leziune superficiala a membrului inferior, nivel nespecificat"
T13.00,"/circlestar Leziune superficiala nespecificata a membrului inferior, nivel nespecificat"
T13.01,"/circlestar Abraziune a membrului inferior, nivel nespecificat"
T13.02,"/circlestar Flictena a membrului inferior, nivel nespecificat"
T13.03,"/circlestar Muscatura de insecta pe membrul inferior, nivel nespecificat"
T13.04,"/circlestar Corp strain superficial (aschie) in membrul inferior, nivel nespecificat"
T13.05,"/circlestar Contuzie a membrului inferior, nivel nespecificat"
T13.08,"/circlestar Alte leziune superficiala a membrului inferior, nivel nespecificat"
T13.1,"Plaga deschisa a membrului inferior, nivel nespecificat Folositi un cod aditional T89.0- pentru a indica plagi deschise cu complicatii datorita unui corp strain, infectiei si vindecarii/tratamentului intarziat."
T13.2,"Luxatie, entorsa si intindere a unei articulatii si ligament nespecificate ale membrului inferior, nivel nespecificat Exclude: entorsa si intinderea muschiului si tendonului membrului inferior (T13.5)"
T13.3,"Leziune a unui nerv nespecificat al membrului inferior, nivel nespecificat"
T13.4,"Leziune a unui vas de sange nespecificat al membrului inferior, nivel nespecificat"
T13.5,"Leziune a unui muschi si tendon nespecificate ale membrului inferior, nivel nespecificat Entorsa si intindere"
T13.6,"Amputatie traumatica a membrului inferior, nivel nespecificat"
T13.8,"Alte leziuni specificate ale membrului inferior, nivel nespecificat"
T13.9,"Leziune nespecificata a membrului inferior, nivel nespecificat Leziuni, otraviri si alte consecinte ale cauzelor externe Lista Tabelar ă a Bolilor ICD-10-AM 2002 433"
T14,Leziune a unei regiuni nespecificate a corpului Efectele penetrarii unui corp strain printr-un orificiu natural (T15-T19) nespecificate a corpului Exclude: leziunile implicand regiuni multiple ale corpului (T00- T07)
T14.0,Leziune superficiala a unei regiuni nespecificate a corpului Exclude: leziunile multiple superficiale
T14.00,/circlestar Leziune superficiala nespecificata a unei regiuni nespecificate a corpului
T14.01,/circlestar Abraziune a unei regiuni nespecificate a corpului
T14.02,/circlestar Flictena a unei regiuni nespecificate a corpului
T14.03,/circlestar Muscatura de insecta a unei parti nespecificate a corpului
T14.04,/circlestar Corp strain superficial (aschie) intr-o regiune nespecificata a corpului
T14.05,/circlestar Contuzie a unei regiuni nespecificate a corpului
T14.08,/circlestar Alte leziune superficiala a unei regiuni nespecificate a corpului
T14.1,"Plaga deschisa a unei regiuni nespecificate a corpului Muscatura de animal NOS Taiere NOS Laceratie NOS Plaga deschisa NOS Plaga penetranta prin intepare cu un corp strain NOS Folositi un cod aditional T89.0- pentru a indica plagi deschise cu complicatii datorita unui corp strain, infectiei si vindecarii/tratamentului intarziat. Exclude: multiple: - plagi deschise NOS (T01.9) - amputatii traumatice NOS amputatia traumatica NOS"
T14.2,Fractura a unei regiuni nespecificate a corpului Fractura: - inchisa NOS - luxata NOS - deplasata NOS - deschisa NOS Urmatoarea subdiviziune cu al cincilea caracter numeric este furnizata pentru a fi folosita cu subcategoria T14.2. O fractura care nu este indicata a fi inchisa sau des- chisa ar trebui sa fie clasificata ca inchisa. 0 inchisa 1 deschisa Exclude: fracturile multiple NOS
T14.3,"Luxatie, entorsa si intindere a unei regiuni nespecificate a corpului Smulgere a articulatiei (capsulei), a ligamentului NOS Laceratie a articulatiei (capsulei), a ligamentului NOS Entorsa a articulatiei (capsulei), a ligamentului NOS Intindere a articulatiei (capsulei), a ligamentului NOS Traumatica: - hemartroza articulatiei (capsula), a ligamentului NOS - ruptura articulatiei (capsula), a ligamentului NOS - subluxatia articulatiei (capsula), a ligamentului NOS - sfasierea articulatiei (capsulei), a ligamentului NOS Exclude: multiple luxatii, entorse si intinderi NOS (T03.9) entorsa si intinderea muschiului (muschilor) si tendonului (tendoanelor)"
T14.4,"Leziune a unui nerv (nervi) a unei regiuni nespecificate a corpului Leziune a unui nerv NOS Traumatica: - sectiunea nervului NOS - hematomielia NOS - paralizia (tranzitorie) NOS Exclude: leziunile multiple ale nervilor Leziuni, otraviri si alte consecinte ale cauzelor externe Lista Tabelar ă a Bolilor ICD-10-AM 2002 434"
T14.5,Leziune a vasului (vaselor) de sange a(le) unei regiuni nespecificate a corpului Smulgere a unui vas (vase) de sange NOS Taierea a unui vas (vase) de sange NOS Leziune a unui vas (vase) de sange NOS Laceratie a unui vas (vase) de sange NOS Traumatic(a): - anevrism sau fistula (arteriovenoasa) a unui vas (vase) de sange NOS - hematom arterial al unui vas (vase) de sange NOS - ruptura a unui vas (vase) de sange NOS Exclude: leziunile multiple ale vaselor de sange NOS (T06.3)
T14.6,Leziune a muschilor si tendoanelor unei regiuni nespecificate a corpului Smulgere a unui muschi (muschilor) NOS si a unui tendon (tendoane) NOS Taiere a unui muschi (muschilor) NOS si a unui tendon (tendoane) NOS Leziune a unui muschi (muschilor) NOS si a unui tendon (tendoane) NOS Laceratie a unui muschi (muschilor) NOS si a unui tendon (tendoane) NOS Entorsa si intindere a unui muschi (muschilor) NOS si a unui tendon (tendoane) NOS Ruptura traumatica a unui muschi (muschilor) NOS si a unui tendon (tendoane) NOS Exclude: leziunile multiple ale tendoanelor si muschilor
T14.7,"Leziune prin zdrobire si amputatia traumatica a unei regiuni nespecificate a corpului Leziune prin zdrobire NOS Amputatie traumatica NOS Exclude: multiple: - leziunile prin zdrobire NOS - amputatiile traumatice daca se cunoaste tipul de leziune (de ex contuzie, fractura, luxatie, leziune interna), codificati numai tipul de leziune"
T14.8,Alte leziuni ale unei regiuni nespecificate a corpului
T14.9,"Leziune, nespecificata Exclude: leziunile multiple NOS (T07) Efectele penetrarii unui corp strain printr-un orificiu natural (T15-T19) Exclude: corpul strain: - lasat accidental in plaga operatorie - in plaga penetranta - vezi plaga deschisa dupa regiunea corpului - rezidual, in tesutul moale (M79.5) aschia, fara plaga majora deschisa - vezi leziunea superficiala dupa regiunea corpului"
T15,"T19 Efectele penetrarii unui corp strain printr-un orificiu natural Exclude: corpul strain in plaga penetranta a: - orbitei si pupilei: - retinut (vechi) (H05.5, corpul strain retinut in pleoapa"
T15.0,Corp strain in cornee
T15.1,Corp strain in sacul conjunctival
T15.8,Corp strain in alte parti si multiple ale ochiului extern Corp strain in orificiul lacrimal
T15.9,"Corp strain in ochiul extern, parte nespecificata"
T16,Corp strain in ureche Corp strain in ureche Canal auditiv
T17,Corp strain in tractul respirator Include: asfixia datorita unui corp strain sufocare prin: - alimente (regurgitate) - flegma inhalarea de lichide sau voma NOS
T17.0,Corp strain in sinusul nasal
T17.1,Corp strain in nara Nas NOS
T17.2,Corp strain in faringe Nasofaringe Gatlej
T17.3,Corp strain in laringe
T17.4,Corp strain in trahee
T17.5,Corp strain in bronhii
T17.8,Corp strain in alte parti si multiple ale tractului respirator Bronhiole Plaman
T17.9,"Corp strain in tractul respirator, parte nespecificata Leziuni, otraviri si alte consecinte ale cauzelor externe Lista Tabelar ă a Bolilor ICD-10-AM 2002 435"
T18,Corp strain in tractul alimentar Exclude: corpul strain in faringe (T17.2)
T18.0,Corp strain in gura
T18.1,Corp strain in esofag
T18.2,Corp strain in stomac
T18.3,Corp strain in intestinul subtire
T18.4,Corp strain in colon
T18.5,Corp strain in anus si rect Recto-sigmoida (jonctiune)
T18.8,"Corp strain in alte parti si multiple ale tractului alimentar Corp strain in tractul alimentar, parte nespecificata Sistem digestiv NOS Corp strain inghitit NOS"
T19,"Corp strain in tractul genito-urinar Arsuri (T20-T31) Arsuri ale suprafetei externe a corpului, specificate dupa localizare Exclude: dispozitivul contraceptiv (intrauterin) (vaginal): - complicatia mecanica a - prezenta a (T97.5)"
T19.0,Corp strain in uretra
T19.1,Corp strain in vezica urinara
T19.2,Corp strain in vulva si vagin
T19.3,Corp strain in uter [orice parte]
